Date,resid
2008-12-15,-0.06944171608458749
2008-12-16,-0.15000727616360554
2008-12-17,-0.24795796501801637
2008-12-18,-0.3652241024601175
2008-12-19,-0.4838699910581651
2008-12-22,-0.6068320520759617
2008-12-23,-0.7366948066436749
2008-12-24,-0.8482469972090487
2008-12-26,-0.9536139997775185
2008-12-29,-1.0538832123937107
2008-12-30,-1.1346324441469313
2008-12-31,-1.198370301343191
2009-01-02,-1.2357056281351355
2009-01-05,-1.2712750073122736
2009-01-06,-1.2939549064167535
2009-01-07,-1.3368553923787743
2009-01-08,-1.3847842726080346
2009-01-09,-1.4447084167466906
2009-01-12,-1.523494948586837
2009-01-13,-1.6095582610627077
2009-01-14,-1.727535027871939
2009-01-15,-1.8334945471140656
2009-01-16,-1.9263554422153888
2009-01-21,-2.026827461627295
2009-01-22,-2.136413968622544
2009-01-23,-2.2472446042005916
2009-01-26,-2.362390512529852
2009-01-27,-2.4740589252240883
2009-01-28,-2.5611639787267966
2009-01-29,-2.6654358536564287
2009-01-30,-2.790466919819005
2009-02-02,-2.91055578636131
2009-02-03,-3.0168820691257157
2009-02-04,-3.1301806919191706
2009-02-05,-3.239687840488985
2009-02-06,-3.3268790404079214
2009-02-09,-3.4138951292012436
2009-02-10,-3.5352958722302326
2009-02-11,-3.6470975908208905
2009-02-12,-3.762660218433291
2009-02-13,-3.8790826577417095
2009-02-18,-4.014008066913057
2009-02-19,-4.154702493569304
2009-02-20,-4.314722286699739
2009-02-23,-4.495791701941148
2009-02-24,-4.658126949373774
2009-02-25,-4.8262233345833545
2009-02-26,-5.006769558530042
2009-02-27,-5.192297263075535
2009-03-02,-5.402471414581559
2009-03-03,-5.622087234062972
2009-03-04,-5.821990282547232
2009-03-05,-6.040728847050785
2009-03-06,-6.25884697012491
2009-03-09,-6.48032633107034
2009-03-10,-6.6561042788825135
2009-03-11,-6.808287299043995
2009-03-12,-6.934087643714175
2009-03-13,-7.057282362590847
2009-03-16,-7.166596655756202
2009-03-17,-7.256475652571821
2009-03-18,-7.343202035546507
2009-03-19,-7.444093836743609
2009-03-20,-7.558982066862196
2009-03-23,-7.626198462491221
2009-03-24,-7.713298434076767
2009-03-25,-7.785020645894449
2009-03-26,-7.828903796034242
2009-03-27,-7.890105513844511
2009-03-30,-7.974009332179374
2009-03-31,-8.066993606913712
2009-04-01,-8.136754854692313
2009-04-02,-8.17265230308159
2009-04-03,-8.206206050670383
2009-04-06,-8.23194624740971
2009-04-07,-8.26729177024417
2009-04-08,-8.30222228552265
2009-04-09,-8.30239401073263
2009-04-13,-8.30554031252077
2009-04-14,-8.337838725132077
2009-04-15,-8.361810910383593
2009-04-16,-8.37735855087155
2009-04-17,-8.390396135170173
2009-04-20,-8.429868128823122
2009-04-21,-8.45751126591287
2009-04-22,-8.492188211274856
2009-04-23,-8.518630538561514
2009-04-24,-8.541984046748638
2009-04-27,-8.56347293562221
2009-04-28,-8.586944365714489
2009-04-29,-8.603246024119382
2009-04-30,-8.611636302224658
2009-05-01,-8.621787063109569
2009-05-04,-8.614522900848884
2009-05-05,-8.605688707311364
2009-05-06,-8.585354666729927
2009-05-07,-8.570320221816573
2009-05-08,-8.556383355476116
2009-05-11,-8.545563125647094
2009-05-12,-8.536862392829576
2009-05-13,-8.543303931774341
2009-05-14,-8.55187464810903
2009-05-15,-8.56861817681225
2009-05-18,-8.564851085579429
2009-05-19,-8.566627759866298
2009-05-20,-8.567927799224544
2009-05-21,-8.57587367172447
2009-05-22,-8.587373974583317
2009-05-27,-8.592843112015247
2009-05-28,-8.580371327875527
2009-05-29,-8.55278408462172
2009-06-01,-8.498287085555194
2009-06-02,-8.441127316712228
2009-06-03,-8.389643412119469
2009-06-04,-8.332334404308106
2009-06-05,-8.273424741849155
2009-06-08,-8.22468148040931
2009-06-09,-8.184029286632544
2009-06-10,-8.15049057420545
2009-06-11,-8.117511635808919
2009-06-12,-8.068059607236764
2009-06-15,-8.035908331495378
2009-06-16,-8.012471392064118
2009-06-17,-7.988441974076633
2009-06-18,-7.966157840169975
2009-06-19,-7.945106667039817
2009-06-22,-7.939586400242034
2009-06-23,-7.928185315681845
2009-06-24,-7.915014642795997
2009-06-25,-7.88572469451937
2009-06-26,-7.864652585547592
2009-06-29,-7.841987862971802
2009-06-30,-7.8177366003204405
2009-07-01,-7.794502370150035
2009-07-02,-7.791337546999746
2009-07-07,-7.81307448797083
2009-07-08,-7.826170592599518
2009-07-09,-7.837343613770501
2009-07-10,-7.847930808005266
2009-07-13,-7.8455998530460045
2009-07-14,-7.843912993152616
2009-07-15,-7.825876569750322
2009-07-16,-7.802917179888029
2009-07-17,-7.776271008001494
2009-07-20,-7.747898518443866
2009-07-21,-7.720224700589874
2009-07-22,-7.696125171068472
2009-07-23,-7.6462235367491385
2009-07-24,-7.591172075776778
2009-07-27,-7.542377147685388
2009-07-28,-7.503112907613362
2009-07-29,-7.463585869695665
2009-07-30,-7.422538907826683
2009-07-31,-7.384291732828622
2009-08-03,-7.338732285093115
2009-08-04,-7.285117976018601
2009-08-05,-7.224900561400634
2009-08-06,-7.166154387180027
2009-08-07,-7.1062203902650944
2009-08-10,-7.050856450710269
2009-08-11,-7.011807596810731
2009-08-12,-6.959727556936245
2009-08-13,-6.9189143849804156
2009-08-14,-6.8882366937436945
2009-08-17,-6.8755290044758235
2009-08-18,-6.856599021857575
2009-08-19,-6.83121710641936
2009-08-20,-6.8006065119084775
2009-08-21,-6.760994203652048
2009-08-24,-6.722189984039303
2009-08-25,-6.682633008482342
2009-08-26,-6.645761570739612
2009-08-27,-6.353292072755191
2009-08-28,-6.305464099503228
2009-08-31,-6.267043715186729
2009-09-01,-6.253084827585584
2009-09-02,-6.243369881641622
2009-09-03,-6.224098772669201
2009-09-04,-6.194726029595756
2009-09-09,-6.155119461385032
2009-09-10,-6.103924394533168
2009-09-11,-6.056986746707398
2009-09-14,-6.020560020556456
2009-09-15,-5.981543862001565
2009-09-16,-5.932530167370482
2009-09-17,-5.874011451707039
2009-09-18,-5.812461308005295
2009-09-21,-5.746514254387366
2009-09-22,-5.6831192713656975
2009-09-23,-5.628449978873297
2009-09-24,-5.584900158992077
2009-09-25,-5.543571433706528
2009-09-28,-5.496749834935847
2009-09-29,-5.4537723952196036
2009-09-30,-5.414402352967224
2009-10-01,-5.397446958940156
2009-10-02,-5.385690300825269
2009-10-05,-5.36766632083534
2009-10-06,-5.337032954144556
2009-10-07,-5.315020768789224
2009-10-08,-5.282644576809334
2009-10-09,-5.243429602935107
2009-10-12,-5.206276839342311
2009-10-13,-5.17091173968539
2009-10-14,-5.121440451505977
2009-10-15,-5.0660085512764494
2009-10-16,-4.9993468581816725
2009-10-19,-4.923642784415149
2009-10-20,-4.857284265885233
2009-10-21,-4.791956272671363
2009-10-22,-4.715947188109528
2009-10-23,-4.663207658681475
2009-10-26,-4.620111924029407
2009-10-27,-4.590109341122498
2009-10-28,-4.563393024927858
2009-10-29,-4.518295883239435
2009-10-30,-4.475282860474908
2009-11-02,-4.435397587288435
2009-11-03,-4.383740903997157
2009-11-04,-4.310341212857838
2009-11-05,-4.239863141001981
2009-11-06,-4.147258957755348
2009-11-09,-4.040767798503595
2009-11-10,-3.9275336916960546
2009-11-11,-3.8146999838726527
2009-11-12,-3.703545234189481
2009-11-13,-3.583950759182981
